,age.at.death,age,alive,male,height,weight
642,,30.0,1,1.0,154.94,48.477645
643,,29.0,1,0.0,152.4,43.0628905
644,,27.0,1,1.0,,
645,,0.0,1,0.0,62.23,7.257472
646,23.0,23.0,0,0.0,146.05,34.189496999999996
647,,32.0,1,1.0,,
648,,30.0,1,0.0,151.9936,49.951819
649,,11.0,1,1.0,,21.829114999999998
650,,5.0,1,0.0,,
651,,2.0,1,0.0,,10.404266499999999
652,,35.0,1,1.0,,
653,,17.0,1,1.0,157.48,41.3052215
654,,31.0,1,1.0,,
655,,28.0,1,1.0,,
656,,28.0,1,1.0,,
657,,2.0,1,0.0,,
658,,0.0,1,0.0,,5.9533949999999995
659,,0.0,1,0.0,,2.9483479999999997
660,,0.0,1,0.0,55.88,4.847764499999999
661,,0.0,1,1.0,60.96,6.23689
662,,41.0,1,0.0,151.765,44.338618
663,,43.0,1,0.0,,
664,,15.0,1,0.0,,31.808139
665,,41.0,1,1.0,,62.879191000000006
666,,34.0,1,0.0,,43.9133755
667,,17.0,1,1.0,,
668,,15.0,1,0.0,,
669,,12.0,1,1.0,,
670,,8.0,1,0.0,,
671,,5.0,1,0.0,,
672,,1.0,1,0.0,,
673,9.0,9.0,0,1.0,,
674,,17.0,1,0.0,,
675,,42.0,1,0.0,144.78,33.45241
676,,7.0,1,0.0,118.11,16.896302
677,,3.0,1,0.0,78.105,8.221355
678,,30.0,1,0.0,,
679,43.0,43.0,0,1.0,160.655,47.286966
680,,35.0,1,0.0,151.13,46.1246365
681,,10.0,1,0.0,121.92,20.184844000000002
682,,3.0,1,1.0,92.71,12.757275
683,75.5,75.5,0,1.0,153.67,47.400364
684,,64.0,1,0.0,147.32,40.8516295
685,,38.0,1,1.0,139.7,50.348712
686,24.2,24.2,0,0.0,157.48,45.132404
687,,4.0,1,0.0,91.44,11.623294999999999
688,,26.0,1,1.0,154.94,42.240755
689,,19.0,1,0.0,143.51,41.645415500000006
690,,2.0,1,1.0,83.185,9.156888499999999
691,,43.0,1,1.0,158.115,45.2174525
692,,38.0,1,0.0,147.32,51.255896
693,,10.0,1,1.0,123.825,21.205426
694,,3.0,1,1.0,88.9,11.5949455
695,,23.0,1,1.0,160.02,49.271431
696,,16.0,1,0.0,137.16,27.952607
697,,49.0,1,1.0,165.1,51.199197
698,,41.0,1,0.0,154.94,43.8566765
699,,6.0,1,1.0,111.125,17.690088
700,,23.0,1,0.0,153.67,35.5219235
701,,14.0,1,0.0,145.415,34.246196000000005
702,,14.0,1,0.0,,
703,,43.0,1,0.0,141.605,42.88542
704,,15.0,1,0.0,144.78,32.545226
705,,7.0,1,0.0,,11.7650425
706,,21.0,1,1.0,163.83,46.776675
707,,24.0,1,1.0,161.29,41.8722115
708,,20.0,1,1.0,154.9,38.2
709,,20.0,1,1.0,161.3,43.3
710,73.9,73.9,0,1.0,,
711,,67.0,1,0.0,,
712,,23.0,1,0.0,,
713,,5.0,1,1.0,,
714,,50.0,1,1.0,,
715,,45.0,1,0.0,,
716,,10.0,1,0.0,,
717,,15.0,1,1.0,,
718,,38.0,1,1.0,,
719,,35.0,1,0.0,,
720,,7.0,1,0.0,,
721,,4.0,1,1.0,,
722,,63.0,1,0.0,,
723,,53.0,1,0.0,,
724,,34.0,1,1.0,170.18,53.637254000000006
725,,29.0,1,0.0,149.86,42.977841999999995
726,,11.0,1,1.0,123.825,21.54562
727,,3.0,1,0.0,85.09,11.4248485
728,,65.0,1,1.0,160.655,39.7743485
729,,46.0,1,0.0,154.94,43.3463855
730,,10.0,1,1.0,,
731,,8.0,1,0.0,106.045,15.478826999999999
732,,15.0,1,1.0,126.365,21.9141635
733,,39.0,1,1.0,,
734,,42.0,1,0.0,,
735,,11.0,1,1.0,,
736,,7.0,1,0.0,,
737,,4.0,1,1.0,,
738,,54.0,1,1.0,,
739,,17.0,1,1.0,,
740,,32.0,1,1.0,,
741,22.0,22.0,0,0.0,,
742,,28.0,1,1.0,,
743,,22.0,1,0.0,,
744,,49.0,1,1.0,,
745,,45.0,1,0.0,,
746,,1.0,1,0.0,,
747,,43.0,1,1.0,166.37,52.673370999999996
748,,39.0,1,0.0,148.2852,38.441922
749,,12.0,1,0.0,124.46,19.27766
750,,8.0,1,1.0,,
751,,3.0,1,1.0,89.535,11.113004
752,,4.0,1,0.0,101.6,13.494361999999999
753,,2.0,1,0.0,,
754,,8.0,1,0.0,,
755,,11.0,1,0.0,,
756,,4.0,1,0.0,,
757,,38.0,1,0.0,,
758,,46.0,1,0.0,,
759,,38.0,1,1.0,,
760,,62.0,1,0.0,,
761,,49.0,1,0.0,,
762,,0.0,1,0.0,,
763,,0.0,1,1.0,,
764,33.0,33.0,0,1.0,,
765,,0.0,1,0.0,,
766,,0.0,1,1.0,,
767,,6.0,1,0.0,,
768,,43.0,1,0.0,151.765,42.807745000000004
769,,33.0,1,1.0,,
770,,30.0,1,0.0,,
771,,33.0,1,1.0,,
772,,26.0,1,0.0,,
773,,70.0,1,0.0,148.59,35.890467
774,,33.0,1,1.0,,
775,,25.0,1,0.0,,
776,,0.0,1,0.0,,
777,,26.0,1,0.0,153.67,44.22522
778,,0.0,1,0.0,53.975,4.252425
779,,48.0,1,0.0,146.685,38.0733785
780,,0.0,1,0.0,56.515,5.159609
781,,5.0,1,1.0,100.965,14.3164975
782,,8.0,1,1.0,121.92,23.2182405
783,,5.0,1,1.0,,
784,,0.0,1,0.0,,
785,,0.0,1,1.0,,
786,,46.0,1,1.0,,
787,,33.0,1,0.0,,
788,,0.0,1,0.0,,
789,,0.0,1,0.0,,
790,,3.0,1,0.0,81.5848,10.659412
791,,0.0,1,1.0,,
792,,41.0,1,1.0,,
793,,31.0,1,0.0,,
794,,10.0,1,0.0,,
795,,5.0,1,1.0,,
796,,1.0,1,0.0,,
797,,0.0,1,0.0,,
798,,44.0,1,1.0,154.94,44.111822
799,,33.0,1,0.0,156.21,44.0267735
800,,15.0,1,1.0,132.715,24.9759095
801,,12.0,1,0.0,125.095,22.5945515
802,,5.0,1,0.0,101.6,14.344847
803,,41.0,1,1.0,160.655,47.8823055
804,37.4,37.4,0,0.0,146.05,39.405805
805,,13.0,1,0.0,132.715,24.777463
806,6.0,6.0,0,0.0,87.63,10.659412
807,,53.0,1,1.0,156.21,41.050076000000004
808,,49.0,1,0.0,152.4,40.82328
809,3.5,3.5,0,0.0,,3.7421339999999996
810,,,1,,,
811,,27.0,1,0.0,162.56,47.0318205
812,,7.0,1,1.0,114.935,17.519991
813,,1.0,1,0.0,67.945,7.229122500000001
814,,31.0,1,0.0,142.875,34.246196000000005
815,,1.0,1,1.0,76.835,8.0229085
816,,7.0,1,1.0,,
817,,17.0,1,1.0,145.415,31.127751
818,,27.0,1,1.0,,
819,,23.0,1,0.0,,
820,,0.0,1,1.0,,
821,,32.0,1,1.0,,
822,,0.0,1,0.0,,
823,,0.0,1,0.0,,
824,,0.0,1,1.0,,
825,,0.0,1,1.0,,
826,,31.0,1,1.0,162.56,52.16308
827,,21.0,1,0.0,156.21,54.062496499999995
828,,0.0,1,1.0,71.12,8.051258
829,68.0,68.0,0,1.0,158.75,52.5316235
830,,5.0,1,0.0,,
831,,2.0,1,1.0,,
832,,0.0,1,1.0,,
833,,24.0,1,1.0,,
834,,0.0,1,1.0,,
835,,67.0,1,0.0,,
836,,29.0,1,0.0,,
837,,12.0,1,0.0,,
838,,8.0,1,0.0,,
839,,5.0,1,0.0,,
840,,1.0,1,0.0,,
841,,23.0,1,0.0,,
842,,4.0,1,1.0,,
843,,1.0,1,0.0,,
844,,38.0,1,0.0,,
845,,8.0,1,0.0,,
